	comment	label
20307	___________ 	1
20308	____ ____________! 	1
20309	___ ___ __ __ _____ ____. 	1
20310	____ ___ _____ _______ ___ _____ ___ ___ _________ 	1
20311	_______ ____ 	1
20312	__ __ ____ _____ _ ____ __ _ _____ __ ____ _______ ___ _____ __ ____ ____ __ __ ____ ___ __ ___ __ _ _____ _____ __ ___ __ __ __ ___ ______ 	1
20313	__  _____  __  _____ _____ __ ___   ____  __ ____  ____  ______  _____  _______. 	1
20314	___ ___ _____ _ ___ ____ ___~ ___ __ ___ ____ _______ 	1
20315	19_ __ ___ __ ____ 	1
20316	___ ___ ___ _____ _ _____. 	1
20317	_ ___ __ ____ _____ _ _ ___ ___. 	1
20318	__ ___. ___ ___ 	1
20319	____ __...___ ________ 	1
20320	____.. _ ___  _______  ____ __ 	1
20321	___ ____  ___  _____ _______  __ ___ ____  _______ _______. 	1
20322	______ ___ ______ _________ ___ __ _____ 	1
20323	__ __ ___ __ __ ____~^^ 	1
20324	________...___ ___..___ ___________ ___ ___ ___ ___ _____.. 	1
20325	___. ___... _____ ____ ___ _ 	1
20326	______. _ ___ ___ 	1
20327	___ _____ ___________ ____ _______ 	1
20328	____ ___ ___ ___ __ ___.. ___ _____ ______.. 	1
20329	"__ ____ ___ ___ ___ _______ ___ ____, ___ ___ ____. "	1
20330	________!! _ 	1
20331	___ __ __ ____ 	1
20332	____ ____ __ __ ______ 	1
20333	__ __? ____   _ 	1
20334	____ ___ ____ __ __ ___ __ ____ ___ _____.___ ___ _____. 	1
20335	_ ______~~__ 	1
20336	______~~!!!! 	1
20337	________ _______ ____ ___________ 	1
20338	__!__ ____.___.__ ___ ______ 	1
20339	______. ____ ____ 	1
20340	_  ____ ___ ____ ___ _____ ___ ____  _ ____ _____  __ _ ___ 	1
20341	__ ____ _____~ 	1
20342	__ __ ____ __  ______  ___ ___ 	1
20343	__ ___ __ ___ 	1
20344	"___ ___ ____ 1___ ____ __ __ __ __ ___ ____ __ __ __ _ ___ ___ ___ _ ___, _ ___ .. _____ ___ "	1
20345	"___ _____, ___ _________ ___ ___ ______ "	1
20346	_~^_____ _____~___ __~~___ ______ ___ __~^_ _ _____.___ ___ _ _____. 	1
20347	_____ ___ _______ __ __ ________ _ ______ 	1
20348	__ ___ ____. 	1
20349	_ ___ _____ ___ _ __ __!! _____ ___ __ ___ ____!________ ___..__ _________ ___ _ __ __ ______ ___ __ ____~ 	1
20350	________ _____ ____ ____ 	1
20351	"____,___,___,_____. ____ ______ ___ __ __, ___ ____ _____ _____.____ ____ __________. "	1
20352	___ _____ ____ !!!___ ___ ____ ____ ____ ____ ___ :) ___ ___ __ ____ ____ __ !!!_____ : ) ___ _____ 	1
20353	____ __ ____ 	1
20354	_______ ______ 	1
20355	_________. 	1
20356	_!____________ 	1
20357	__ _ __ ___ ___ ____ _______. ___ ____ ____ ______ _____. ___ __ _ ___ ___ ___ ____  _____ ____ ____ _____ ____ ____ ___? 	1
20358	__ 6-25____ ___ ____ __ ________.. 	1
20359	____ ___ _____ 	1
20360	"_ 2% ____, ____. "	1
20361	____ __ __ _____.. 	1
20362	__ __ __ ____! 	1
20363	_! __ _______ 	1
20364	____ ___ ___ __ _____ __ _____. 	1
20365	__ _ _____ ___ __! 	1
20366	___________ ____ ____ _~ 	1
20367	__ _____ __? ___ __ ___ 	1
20368	___ __ _____~~~ ____^^ 	1
20369	____________ 	1
20370	____ ________ 	1
20371	_____ ___ ___ __ ______ 	1
20372	__ _ _____ ____ ____ _____ __ ____ __ ____ _____ ___ ____ ___.. __ ____ ____ ____ _____ __.. &#34;___.. _ __ ______..&#34; _ ____ _... _!! 	1
20373	_ __ ___ _____. 	1
20374	___ ____ ___ 	1
20375	_______________________ 	1
20376	___ ___ _____ __ __ ___ ____ ___ ____.___ __ ____ _____ ____. 	1
20377	____ ___ _~___ 	1
20378	___ ____ ____ __ _ ___ __.___ ___ ___ ___ ___ __ ___ _____. ____ ___ _____ _ ___ ___. ___ ___ ____ ___ 	1
20379	_______ ______ ___ __ __ ___ _________ _ __ __ _________ 	1
20380	_____ _________ 	1
20381	______..__ ___ ___.. 	1
20382	___________ 	1
20383	____ ___ ____ ____... _____ _ _____ __ 	1
20384	___ ___ __ ____ ____ _____ __ ___ ___ ___ ____ _______. ____ __ ___ ___ ___ ___ __ ___. ____ _ ___ ___ _____. 	1
20385	_~~_______ ______! 	1
20386	____ ___. ____ _____ _ ___. 	1
20387	_____ ___ ___ ____ ___ ____ 	1
20388	_______________ ______ 	1
20389	___ ___ __ __ ____ ____ __ _ ___. 	1
20390	__ __ __ _____ 	1
20391	__ __ _____ ____ 	1
20392	_______________ 	1
20393	__!!________ 	1
20394	____ _____ _____ ___ __...____ ___ ____ ______ _ __ ____ __ 	1
20395	___ __ ___  ____ __ _______ 	1
20396	___ ____ ___ ____ _ ____ _____ __ _____ ___ ____ ___ ____ ___ __ _____ __ __ ___ ____ _____ ____ _____ . 	1
20397	_____ ___ ___ 	1
20398	___ __ ___ ___ ___ __ ___ __. ___ ___ ___ ____ ___ ___ ____ __.. 	1
20399	__ __ ___ __ __ 	1
20400	_____ ___ _____ 	1
20401	__ ____ __ ___ ___ ____ ___ __ ______. 	1
20402	___? XX__. __ ____ ___ __ ___ _. __ ______ ___ ___. 	1
20403	__ ______ _____ ____ 	1
20404	"_____ ______ ____. 6.25______ ____, ____ _____, __________ ___ ______ ____ ___ ____________ "	1
20405	____ ____ _ ____ ___ ___ ____ ___ _____ 	1
20406	_____ __ __ _ __ ____!! __ 	1
20407	______________ 	1
20408	_____ __ _  ____. _ _. ___ ___ 	1
20409	___ ___. ___ ____ _____ ____ _____. 	1
20410	____ __ _ ____ _____!!!____ ___ ___ ____ __ ______..___ ____ ___ __ __ _____ ___. 	1
20411	____ ____ __ ___ _____ _____. 	1
20412	___ ___ ____ _ __ __ ____ 	1
20413	_______! ____ _ ___ ___ __ 	1
20414	______ _____ ____ 	1
20415	__ _______!! 	1
20416	____ ____..__ ____ ____ 	1
20417	2______________________________ 	1
20418	____________ 	1
20419	__ ____ __ ___ __ _____ __ ___ __ ________ ___ _________ _____ ______ __ ___ ______ ____ ____ _____!! 	1
20420	____ ___ ___ ___ __ _______.__ ___ ___ _____ ___ ___ _____ 	1
20421	_ __ ____ _____ __ ___ __ 	1
20422	______________________ ____________ ____ ____ __________ _________________ _____ _ ______ ____ __ ~ 	1
20423	_ ___ ___ ___ ___ _ __ ____ __. 	1
20424	___ _____ _______ _____. ___________ ___ ____! ______ _ ____ __! 	1
20425	___ __ _ _ __ ___.. 	1
20426	_____ __ ___ _ _ _____ 	1
20427	_____________^~^ 	1
20428	___ __ ______. __ ___ __ _____. ____ ____ _____. 	1
20429	___ ___ ____ ____ _______ _____ ___ 	1
20430	___ __! ____ ____ ____ .. ___ __ _____ _ 	1
20431	__ _____ ___ __ 	1
20432	______. _____ ______ __ _ ________. _____ __ 	1
20433	__ __ ____ _______ 	1
20434	____ __ ____! ________ _______ ___ __!!!!____ __ ____ ________________ _ ____~ 	1
20435	2014_____! 	1
20436	____ _____  ____ ______ ___ _______ ___ 	1
20437	______ ______; 	1
20438	_____ ______ 	1
20439	___ _______ _______ ____ __________ 	1
20440	__ 10_!!!!  _____~  _____ __ ___ _______ ___ _______? 	1
20441	__ __ ___ ___ _____ _____ ____ ______ ___ __ __...^-^ 	1
20442	_________ _______ 	1
20443	__ ___ _____ ___ ____ _____ ___ ___ __ __ __ _____ 	1
20444	"___ ___ __ , ___ ____ _______ "	1
20445	___ ___ ____ __ __ _____._ ____. __ ____ ____. ^^ 	1
20446	__ _____~ ___ ___ __ _ ^^ 	1
20447	____  ____ ___ ___  ___ __________ ___ 	1
20448	__ __ ______ 	1
20449	__ ____ _____ 	1
20450	___ _____ _____ 	1
20451	______ ____ ____ 	1
20452	___~~____ __ 	1
20453	_______ _________!! 	1
20454	________.. 	1
20455	____ ___ _____ ____ 	1
20456	____ __ ____...____ ______ ___ ____ __ _ ___ 	1
20457	"____, _____ ____ _______ ___ ___ ______. "	1
20458	____ ______ ____ 	1
20459	____ ____ ___ ______ __ ___ _ ___ ____ ___ _____ ___ _____ ____ ____ ___ __ _____ __ 	1
20460	___ ______ ____ ___ ___ _____ _____ ____ ____ __ ___. __ ____ ____ ___ ___ __. 	1
20461	____  __ ____ _ __ ____ _ _ _ __. 	1
20462	__ __ ___. _ ___ ___ ___ __ __ ____ __ ___ __. _ ___ ____ __ _____ __ ___. __ 	1
20463	__ __ __ ________ 	1
20464	_ ______~~^^__ ___ 	1
20465	___ ______ _____ _____ 	1
20466	_~~~___  ______ 	1
20467	__ _____ ___ __!! 	1
20468	___ ___ __ ___ ______ 	1
20469	_____ _____. 	1
20470	__!!!!___?_ 	1
20471	__..____... 	1
20472	______ ____ __ _____ ___. _ ___ _ ___ ___. ____ ___ _ ___ ______. 	1
20473	_____ __ __ ______ 	1
20474	"____ __ ____ ____, _ ___ ___ _____ ___ ___ _ _ __ __ ____ __. "	1
20475	"__ __ ______ ___.__ __ __, __ ___ ___ "	1
20476	__.. ___ ___ ____ _ ____  ____ __.. 	1
20477	__ ___ ___ ____ __ __ ___ _ ___. _ _____ ___ ____ ____ __ _ _____.. __ _____ ____. __ ___ ____ ______. 	1
20478	____ __________ 	1
20479	____ __ ____ __ _____________ ___ 	1
20480	___ __ ____ ___..___ ___  _____~~__ __ __ ______  __?___ ___ __. ___ _ ___  ____ _____ ______ __  _ ___ ___ ___?___ __  ___ ___~~ 	1
20481	___..._____ 	1
20482	___ __ ____? 	1
20483	____ _____^^ 	1
20484	___ ___ __ ____ ___ __ 	1
20485	"__  ______,. __ ____. "	1
20486	__ ____ __~~! 	1
20487	___ _ __!!_ ___ 	1
20488	___ ____... 	1
20489	____ __ ___ ____ 	1
20490	__ __ __.... 	1
20491	__ ___ __ ____ __ __ ____ __ ____ ___.. 	1
20492	_____ ____ _________ _______ 	1
20493	_____ _ ______ 	1
20494	"___ __ _ ___ _____ ___ ____ _____ ___, ____ _ ________ __.. "	1
20495	______________ 	1
20496	____ ____ _______! 	1
20497	___ _________ ___? __ __ ____ ____ ___ _____ __ __ 	1
20498	______ ______. _____ ___ ____ _____ ____ ___ ___ ________ 	1
20499	___ __ _____ _______ 	1
20500	___ __~ ____ ___ 	1
20501	___ ____ ___ __ ___ _____ 	1
20502	___ ___ ___ ___ ____..  ____ _____ __ __ ____ ___ ____ _____ ___ ___ ___. _____. 	1
20503	_____ __________ 	1
20504	__ _____ ___ ___ __ 	1
20505	___ __ ___ __? 	1
20506	___ _____ ___ ____ ____ __ _____ __ __. ___ __ __ ____ ____ __ __. ___ 3-40__ ____. 	1
20507	__ ____ __ _____ ___.__ ____ ____ __ ____ ______ ___ __ ____ _____ ____ _____ __ 	1
20508	____ _ __ __ ___ _____ 	1
20509	____ ______ _______ 	1
20510	_______ ____ ____ ____ ___ ___ ___ ______ 	1
20511	____ ___ ______..._______ 	1
20512	_____ __ __ _____? 	1
20513	____ __ ___ ____ ___ __ ________ 	1
20514	_____!_________ 	1
20515	___ ___ ____ ___ _____ ____ ____ 	1
20516	______ __ __ ___ _______ _____ _ _______._ 	1
20517	_______ ____ ___ 	1
20518	___ ___ ____ __. ___!! 	1
20519	".,!.!'_.,'_ "	1
20520	_ ___ ___ _____ ___ ____ __ ______ ___ ____ __ _____ ________ __ _ _ ________ __ __ '__' __ ___ __ ___ 	1
20521	_ __ ___ ____ ___ ____ 	1
20522	___  ____ _____~~ 	1
20523	__...___ __ ______ ___ 	1
20524	__ _____ ___ 	1
20525	______________.______________ 	1
20526	____________ 	1
20527	____ ____ ___ __ ____!!___ ___ ___ ___....__ ____ ___ _ __ _ _____ ___!! 	1
20528	____ ____ ____ __ __ ____. 	1
20529	_____  ____??  _____ ________ 	1
20530	____ ____ _______ 	1
20531	_____ ______ _____ ______  ____ ____ _____.. _____ 	1
20532	_______~~~_ 	1
20533	______ __...____ ___ ___ ____ 	1
20534	__________ _____ _____ ___ ___ !^^ 	1
20535	____ __ _____ ____ _____ .. ___ __ ___ __ ___ ___ ___ __ ____ 	1
20536	__ ___. ____ __ ____ ____ _ ___ ___ ____ ___ __ _ ___ __ _____ 	1
20537	____ __ __...___ ____ ____.___ ____ ____ & __ __ ____ _____..____ ____ ____ _ ___ ___ _ ____ 	1
20538	____ _______ _____.. ______ ____.. _____ ______ ___ __.. 	1
20539	"&#34;__,________&#34; __ ___ _____ ____ _ _______.._ ___ ____ ____... "	1
20540	"_____ __ ___, ___ __ ___ __!____ ___ __ __ ___... ___ _____ ___ __ ______ __ __ ________. "	1
20541	___ ___ ____ __ __ __ 	1
20542	_________ ______ 	1
20543	__.. ___... _ _ _____ __ ___ _____ ______ __ ___... _.. ___ ___ _____.. __ _ 	1
20544	___ ______ ^^ 	1
20545	__________. 	1
20546	_____________.._________________________ 	1
20547	___ ___ __ __ __ !! __ ____ ___ ! 	1
20548	____!!! ______. ___ __ __ __ ___ ___ __ ___ ___ _____ ___. 	1
20549	____ ________ ___ ___________. 	1
20550	___. ___.  ___ ____ __ ___ 	1
20551	_______. _____. 	1
20552	_____ ___ __ 	1
20553	_____   ___ ____..___ _ ____... 	1
20554	____________ 	1
20555	____ ___ ___ __ ____ ____ 	1
20556	______ ___ ___ _____. _ _______. _____.... 	1
20557	_ __ ____ _ ____ ____ ___ __ ___ ___. __ ____ ____ ____ 	1
20558	___ ___ ____ ____ ____ __ ____ ___ __ ____ 	1
20559	_____ ____ _ __ ___ ___ ______ ___ ___ ____ ________ __ _ ___ 	1
20560	__ __ ____ ___ __ ____. 	1
20561	_ _ ___ __ ____ ____ ___ _____ 	1
20562	____ __ __ _!! _____ _____ __ _____ ___ ___ ___ 	1
20563	__ ____ ___ ___ ________. __ _______ ________... 	1
20564	__ ____ ___ __ _ ______ 	1
20565	____ ___ ___ ___ __ ___ ___ _____ _____ ______ ____ ___ ___ ____ __ _ ___ 	1
20566	______  ______ 	1
20567	_____ _______ 	1
20568	__ ____ ____ __ 	1
20569	"_ _____ ______ __ _____ ____ ___ __ _____ ____,__ ___ __ ___ ..___ __ ___ _________! _ __ ____ _______! "	1
20570	_ ___ ___ ___. _ ____!! 	1
20571	____ __ ___ __ 	1
20572	_________ _______________ __ ______________ ______________^^ 	1
20573	___ _ __ ___ _ __ 	1
20574	____ _ ___ ___ 	1
20575	fdhsdgsdgsg 	1
20576	___ ___ __.._ ____.. 	1
20577	_____ __1_______ ______  ___________________ 	1
20578	____  _____  ___ __ ___ 	1
20579	____ __ __ __ 	1
20580	___ ___ __ _____ ____ ____ __ __ ____ ___ _____ ____ _____ ____ ____ ____ __ OO__ ____ __ ____ ______ _____ __ __ ____ __ ____ 	1
20581	______ ___ _____ 	1
20582	"__ __ __ ___ ____ ___ _ __ ____ ___ ____ __ ___ ____ ______ _____ ___ ___ _____ ____. 75____ __ ___ __ __ _ ___ __, _ __ ______...___ ___ "	1
20583	__ ____ ____.. _____! ______ __ ____ __ ____ ___ __ _____. _ ___ ______ _____ ____ __ _____ __ _____ __ ____ _____!! 	1
20584	....____ _____.. _____... 	1
20585	___ __ ___ __ 	1
20586	__ ______. 	1
20587	_______ ___ ___ ___ ___ ___ _ ____ ___ _____ ___ ____ ___ ____. 	1
20588	_____ _ _____ ________ 	1
20589	____ ____ _______~^^ 	1
20590	___ __ ____ __ __ 	1
20591	 _ ___ ___ ___ ____ ___ __ __ __ ____ ____...___ 	1
20592	_..___  ___  _____  ______.._______  _____..__  ___  ______^^^ 	1
20593	__________ _____ 	1
20594	_____ __!____  ___ __ ___ ________ __ ___ ___~ 	1
20595	____ ____ ___ _ ____^^ 	1
20596	___ __~~____ ___ ___ ___~~ 	1
20597	__ ____ _____! _______ 	1
20598	____ ____ ______ __ __ __. .______ ______?__ ___ ______ 	1
20599	___ ______~~~ 	1
20600	_____ _____ _____..__ ___ _____ 	1
20601	___ _______ __ ______ ______ ______ ___ _______. 	1
20602	__ ________.____ __ 	1
20603	____ __ ____ ____ __ ____ ____. 	1
20604	____ ____ __ _______ 	1
20605	______ ______ 	1
20606	__ ___ ____.___ __ _____._____! 	1
20607	____ _ ____. 	1
20608	_____ ___ __! 	1
20609	___ _ ____. ___ _____ __ ___ _ ___~^^ 	1
20610	___ ____ _____ 	1
20611	____ _______ 	1
20612	___ ___ _ ___. 	1
20613	_ ___ ________ _____ 	1
20614	___ __ __ _ !!! 	1
20615	____ ___ ___ __ __ _____ __ ___ ___ 	1
20616	____ ____ ___ ____! 	1
20617	___ _____ ___ __ ____..____ ____ ____ _ __ ___ ___ ___  ____ ___ ____ _____ ____. 	1
20618	________ ____ ____ __ ___ 	1
20619	____ __ ___. ___ ___ ____ _ _____ ___ ____ ___. ___ ___ ____ ___ ___ ___ ____ ___ ____ ____ __ ___ ____. __ ___ ___ ________ ______ __. 	1
20620	____ _____ ____ __ _________ ____ ___... 	1
20621	____ ______________.. 	1
20622	__.. ___... 	1
20623	__________ 	1
20624	___________________ __ ___ __ 	1
20625	__ _ ___ _____ ____ ___ _ ___ ___ 	1
20626	____ ____._________~~___ _ ____.__ _____._____ _____ 	1
20627	_____. _ _ ___! 	1
20628	_____ ____ _______ ____ ___ ____....__ ____?? __ 	1
20629	___  __ __ ________ ___ 	1
20630	__ ____ ____ 	1
20631	_________________________________ 	1
20632	____ __ ____..____ _____~^^ 	1
20633	______ __~~ 	1
20634	___ __ ___ __ __ ___  __ __  ____ 	1
20635	____ __ __ ____ 	1
20636	__ ______  ___ ____ _____________ ______~^^ 	1
20637	____ 26___ _____ ____ _ __ 	1
20638	_ _____. ______^^ 	1
20639	____ __________ 	1
20640	__ ___ ______ 	1
20641	____ __ __ ___ __ __! ____ ___ __ __ __ ____ ___. 	1
20642	_____~_________ 	1
20643	_____ ___ __ _______ __ _ ___ ____ ____ 	1
20644	___ ___ ___ ____ __ ____ ___ ___ 	1
20645	__ ___ ____ ____ ___ 	1
20646	______ ______ 	1
20647	___ __ ___ ____ ___ __ _ _______. 	1
20648	"1_ 1_ ___ ______. ___ _ ____ ____ _____ __ _____ ____ ____ ___. _____ ______ ____(___), ___ _ _____ _____ ____ ___ _ ___ ___ __(_____) "	1
20649	__ _____  ___~ 	1
20650	_____ _____ 	1
20651	"____ __ ____, __ _____~ "	1
20652	"______ _____, ______  ___, __ ___ _____ __ ________..? __ _ __ _____ ______  ___ ____ ______ ____ ___ ___ ______, __ _____ _______.  _______ "	1
20653	_ ___ __ ____  _____. 	1
20654	___ ___ ____ ____~_____ _ _ ___! 	1
20655	____ __ _ _ _ __ ___ _____. 	1
20656	"__ ___  ___, ____ ___ __ ___ ____ ____ __ ___. _ ___ ___ ______... __ ___ __ __ ___ _ _ ___ ___ ___. "	1
20657	__  __ ___ ______. 	1
20658	_____ ___.._ _____.._  ___ _______ _____..__ ___~~ ___ _____ _____.. 	1
20659	__ ___ ___ _____ ___ __ ____ _____. ___ ____. 	1
20660	____ ____ __ __ ____ __ 	1
20661	__  ____  ___  ______  __  ___  __  ___ ____  __  __ _____ __  ____ ___  __ ____  ____  __!! 	1
20662	__ ___ ___ ___ ___ __ __.... _ ___ ___ _____ _ __ ____ ____ _____ __ ______ 	1
20663	___ ___ __ ____ _____  ____ _____ 	1
20664	___________ 	1
20665	___________________________________ 	1
20666	____ ____ ___ ___ ___ ___ _ __ __... 	1
20667	____ ____ __ _____. 	1
20668	"____ __ ___ 20_ ______ __ __  ___ ____ __ ___,, 1950~_ ____ ____ __ _____.__  __ ___ ___ _____ ___ ~__ _ __ ____ __ ___ ___ "	1
20669	___  ____   ______________   __ ________ 	1
20670	 ______ ~~  ____ __ ___ ___ ~ _____ __ ___ ~ ____ _____ ~ _____ ___ ______ ~ ____ ____ ______ ~~ 	1
20671	"___ ___ __ __, _____ ___ __ __ "	1
20672	_____ _____^^ 	1
20673	__________ 	1
20674	GOOD!!!! ____ _____ ____ 	1
20675	__ ___ _ __ __. ____ __ ___ ___ ___ ___ __ __ _____ __ ___ ___ __ ___ _ ___ 	1
20676	____ ____  ___ ____. ___ ___ _  __  _____. 	1
20677	___ ______  _________.. 	1
20678	_____ ____ ___!!! 	1
20679	____ ____ ___ __ __ 	1
20680	__ _____ __ ___ _____?  ____ __ __  __ ___ __ ___ ___ __.. 	1
20681	____________. 	1
20682	__ __ __ ___ ___ _____ 	1
20683	_____ ~~~!! 	1
20684	____ _!!^3^_b 	1
20685	__ _____ ___ ______ ____ ___ _____ 	1
20686	____ __ ______ _____ ___ _____ ____ 	1
20687	___ ________ 	1
20688	____ __ ___ __ __ __ __ __ ___ __ _____. _____ ____ ___ ________. ____ ____ _ ___ __ ______. __ ____ __ __ ___ _____. 	1
20689	___ ___ _____ 	1
20690	___ ___ __ ____ __ _____. 	1
20691	__ __ _ ___ _____ 	1
20692	__ ___ ____ ___________ ___ ___ __ ___ ____ _____ 	1
20693	__ ____ ______~~^;^ 	1
20694	_____ ___ _ _____ _ ___ __ ___ _____ ___ __ ___ ____ __. 	1
20695	_____ ________ 	1
20696	_ ___ __ ___ ___ ____ ____ _____ ___.___ ____ __ _ ___ __ 	1
20697	_____. ___ ______. 	1
20698	______ __ ___ ___ ____ ____ 	1
20699	________^^ 	1
20700	______ ______ __ ______. ____~ 	1
20701	1____ __... __ ___ 	1
20702	_____ _____ __ 	1
20703	"______ _____ __ __, &#34;__&#34;__ ___ ____ ____ ____ ____. "	1
20704	_ ____. __ _ ____. 	1
20705	______ ____ 	1
20706	_______. ______ ____ _ __. 	1
20707	___________ 	1
20708	__ ____ _ __ ___ _____ _____ _ ___ ___ _ __ ___ _  _ ____^^ 	1
20709	_____ ______ __ _______ ___ _ _____ ___? 	1
20710	__________ 	1
20711	__ ______ __ __ _ ___... 	1
20712	__ _______! 	1
20713	__ ____.__.... 	1
20714	_____ __ ____.. ____ ____ _____ ___ ______ ____ _____ ____.. __ __ 	1
20715	___ ___  ____ ___ _____ ___ __ __ ____ _ ___ __? ______..~^_^ 	1
20716	______ _____ __ __ ____ _____ 	1
20717	_____ _____ 	1
20718	____ __ __ ___ 	1
20719	"__ ___ __ ___ ____, ___ __ _ ___ ___ ___ ___ _____ _______!! "	1
20720	____ __ ____ __ _____ __ ___ __ ___ ___. 	1
20721	___ ____ _ __ 	1
20722	_ ___ ____ ____ __.. __ _ __ ____ ___ __ _ ______! __ __ __ ____. __ ___ _____^^ 	1
20723	_____ ___  ___ ____ 	1
20724	__ ___ ______ 	1
20725	___ __  ___ ____ ___ 	1
20726	________ __ ____ _______ _____! 	1
20727	_________~! 	1
20728	__ _ ____. ___ ___ _____. __ _______ ___ ______? __ ____ ____ __ ___ ___ ____? ___ ___ __ ____... 	1
20729	_____ ___ ____ 	1
20730	______ ____ __ _____ 	1
20731	___ ___ ______ ___ _. __ _____ ___. 	1
20732	_____ ______ _______ 	1
20733	_____ ____ __ 	1
20734	__ __ ___ ____ ___ ___ __ _ ___ ___ __ _____ ____ ____ ___ __ ___ _____ _____ _____ _ ____ _____ __ ___ _______ 	1
20735	____ _______ 	1
20736	__ __ ___.____ _ __ ____ _____. ___ _____.^^ 	1
20737	"___ __, ___ __. ______. _______ ___ __ ______ "	1
20738	____ ____  ___ ___ ___ ___ __ ____ ____~^^ 	1
20739	__ __!  ___ __ ____ 	1
20740	____ __ __ ___ __ 	1
20741	__ _____ ___ 	1
20742	___ ___ _ ___ _____ __...___ __ __ __ _____ __ ___ _____ ___ ___ _ __ ____ _____ __ ___ _ ___ ___ ____ _ ___ ____ _____ __ 	1
20743	"____ ____ ___ ____, __ __ ____ ____~ "	1
20744	____ ___ ____ _______ 	1
20745	__ ____ ___ ____ ____ _____. __ _____ _____ 	1
20746	__ _ __ ____. __ ______ _____. ____ _____ ___ _ ___ ___. 	1
20747	___ ___ _____ ____ ___ ____. __ 20_____ _ ____ __! 	1
20748	___ __ __ ___ __ ..._ 	1
20749	____ _______! 	1
20750	__ ___ ____ ____ _____ ____ 100_ ___ 100_. 	1
20751	___~~~~______~~^^ 	1
20752	_____..____ 	1
20753	___ ____ ___ ___..____ ____ ___ ___ _____.. 	1
20754	____ ___... _____ _____ 	1
20755	_____ _____ ___ ___ ____ ___ ____ __ __ __ _____. __ ___ ___ __ _____ ___ ___ _____. _ ____!! 	1
20756	__ ______ _____ ___ ___ 	1
20757	_____ ______. 	1
20758	___ ____ ______ 10___ 	1
20759	______ 10_ ___  _______ __ 	1
20760	_   ____   ____    ____   ____  ^^~~^^ 	1
20761	___ __ ____ ___ ___ __ ___ _____ 	1
20762	_____ ____ __ 	1
20763	____ __ _____ __ ___ 5___ _____ __ __ __ _; __ __ __ ___ __ ___ ___ __ 	1
20764	"2____ _____ ____ ___ ___ ______ ___ ____ ___ ___ ________...___,__,__,___ ___ ____ ______ __ _____ ____ ___ ____ _ ___ _______ ___ __ _____~ "	1
20765	____ _____ __ _____  _________ ___ _____    ___  __ __ _____  ____  _____ __ __ ____ ___ _____ 	1
20766	____ ___ ___  ___ __ ______ ___ _____.__  ___ ___ _____ ___ ____ ___ _____. 	1
20767	__ ___. __ ___ _ __ _____ 	1
20768	"20_ ___ ___ _____ ___ _ ____, _ ___ __ ____ _____ ____ ___ ___ ______.. ___ 50_ ___ ____ _____ ____ ____ __ _ ____ ________ ___ __ __ ______ "	1
20769	____ ___ ___ ____ _ _ __!! 	1
20770	2___ ___ ___ __ ___ ___ ___ ___ ___ ______ 	1
20771	____ ___ ___ ___ ___ ____. ___ ____ 	1
20772	__ ___ ___. ___ __ ____ ____ _ __ ___ ____.... 	1
20773	"____ ___, _____ _ _ __ ____ ___ ___ ___ _ __ _ ___ __ __ ___ _______ _____ ___ __ ____ ____ ___ _ ___ __ ____ ___ _____ ___ ___ __ ___ _ __. "	1
20774	__ ________ ______.___ ____  ___ __ ____ ________ 	1
20775	____________ 	1
20776	___ __... __ 2___ ___ ____ _____ __ 	1
20777	________ .... 	1
20778	"____ __, __ _____ ____ __~ "	1
20779	"__ ____ ____, ___ ____ __ ____ __, ____ _ ___ __ ___ ___ __ __ __ ___ _____. __ __ _ ______ ____ ____ ___ __________.. __ ___ _____ __ _____ "	1
20780	__ ___ _____ ___ __ ___ ___ __ _____ __ 	1
20781	__ ________ _____ 	1
20782	__ __ __ ____ _____. 	1
20783	_____ ___ ___ __.___ ______ __ ___ ____ ____ ____ __. 	1
20784	____ ___ ___ 	1
20785	______ ____ 1964__ ___ ____ Airfrance ____ __ ___ ____ _ ____ Boeing 747__ _____ Boeing 747__ 1969____ ______ __ __. _______ ____ ___ 	1
20786	______ ___ ___ __ ___ ____. ___ ____ ___ ___ __ __ __ _____ ______ 	1
20787	_____ ____ ___ ____ _ ______ ____ _____. ____ ________ 	1
20788	__ _____ ______ ___ ___ ___  __ ______ _____ ____. 	1
20789	________ ____ 	1
20790	"_____ ___, ____, ____ ___, ___, ___.  _ ___ __ ____ ____ ____ _____ __ ___ ____ ___. ___ __ ___, ___ _ ___ __ __ _____ _ ___ __ __ ____ __ "	1
20791	_________ ____ 	1
20792	__ ____ ___ __ 	1
20793	___ ___  __  _____  ___ _ __ 	1
20794	___ ___ __ _____ ____ ______ 	1
20795	__ ____ _____ __ __ _____ _____ __ ___ _____ _____ _____ ____ ____ ___ ______ __ ______ __ ____ _____ _______ _____ 	1
20796	_____. ___ ___ __ _______ 	1
20797	__ ____ __ __ ___ ___ ___. ___ ___ ____ __ __ ___ __ ___ _____ ___ __ ____ ____ ____ ___ __... _ ____ 	1
20798	___ _____ ___ 	1
20799	______________~!!!! 	1
20800	____ ____ __ 	1
20801	__ ___ __. _____. 	1
20802	_____________________. 	1
20803	"___ __, ____ __. ______ ! "	1
20804	____ _______ 	1
20805	___ _____ ____ ___ ____ 	1
20806	___ _____ __ 	1
